Code_ADN	Code	Nind	50%floraison	Nbtalles	Epiaison	Longbrin	Diambrin	LongEpi	DiamEpi	PEpi	P1000	Pgrains	Tutiles	Tsteriles
Sa-21-30147-04	Ma_10	7	72.5	10.2857142857143	72.8333333333333	278.714285714286	1.95714285714286	54.0714285714286	2.79285714285714	81.4285714285714	8.60285714285714	34.1771428571429	5.85714285714286	3.85714285714286
Sa-21-30218-01	Ma_11	8	73.5	9.875	73.5	260.125	1.76375	54.125	2.2275	58.3333333333333	7.19666666666667	19.0333333333333	5.75	3.75
Sa-21-30218-02	Ma_12	7	78	11.1428571428571	77.7142857142857	270.714285714286	1.62714285714286	64	2.59428571428571	68	6.92333333333333	31.01	6.71428571428571	4.14285714285714
Sa-8-12129-01	Ma_125	7	79	10.5714285714286	79.8571428571429	321	2.05714285714286	59.0714285714286	2.59857142857143	80	9.31	45.075	5.14285714285714	5.28571428571429
Sa-8-12129-02	Ma_126	8	77.5	11.125	78	324.75	2.1175	64.875	2.79125	74	7.27285714285714	38.5542857142857	5.125	6.125
Sa-8-12129-03	Ma_127	4	76	13	76.3333333333333	291.25	2.03	71.25	2.685	109	8.13	61.8875	7.25	5.25
Sa-8-12129-04	Ma_128	7	84	8.57142857142857	84.1666666666667	251.857142857143	2.23	60.5	3.08857142857143	101.714285714286	8.47428571428571	65.4385714285714	3.14285714285714	5.42857142857143
Sa-21-30218-03	Ma_13	8	82	6.875	83	257.375	1.675	56.875	2.52125	56	8.04571428571429	28.5457142857143	4.25	2.25
Sa-21-30507-01	Ma_14	8	78.5	11.75	78.5	291.875	1.94	60.125	2.52875	81.75	6.975	34.3475	6.375	4.625
Sa-21-30515-02	Ma_15	8	77	11.75	75.75	281.875	1.865	51.625	2.2075	62.5	7.45875	31.75	7.5	4
Sa-21-30529-02	Ma_17	5	81	11.4	81.8	287.8	1.726	58.8	2.496	75.6	7.01	45.488	5.4	5.8
Sa-21-30507-02	Ma_2	8	75.5	5.375	75	273.375	1.915	57.125	2.65875	71.5	8.31375	41.45375	3.625	1.75
Sa-21-30515-01	Ma_20	7	73.5	12.8571428571429	74.1666666666667	291.285714285714	1.85571428571429	54.5714285714286	2.32571428571429	80.2857142857143	7.14571428571429	51.5871428571429	7	5.28571428571429
Sa-21-30529-03	Ma_21	6	77	9.16666666666667	76.5	258.333333333333	1.83666666666667	49.5	2.81333333333333	78.6666666666667	7.765	49.5166666666667	5	4
Sa-21-82410-01	Ma_22	6	79	10.5	78.8333333333333	297.166666666667	1.93166666666667	75.3333333333333	2.82833333333333	90.6666666666667	9.14166666666667	42.8416666666667	6.33333333333333	4.16666666666667
Sa-21-82410-02	Ma_23	5	76	9.4	76.6	287	1.644	69.6	2.268	72.4	6.284	33.878	6	3.4
Sa-21-82410-03	Ma_24	6	76.5	8.83333333333333	76.6666666666667	281.333333333333	2.09	55.1666666666667	2.655	64	7.756	36.53	5.5	3.16666666666667
Sa-21-82410-04	Ma_25	6	74.5	9.66666666666667	75.6666666666667	257.8	1.644	47.6	2.09	70	7.642	34.53	5.5	4.5
Sa-24-60424-01	Ma_26	6	76	6.66666666666667	76.4	269.333333333333	1.76833333333333	56	2.60666666666667	65.3333333333333	7.10333333333333	35.97	4.16666666666667	2.66666666666667
Sa-24-60424-03	Ma_28	7	78	8	77.8571428571429	330.428571428571	1.96428571428571	62.5714285714286	2.89285714285714	82.8571428571429	9.02	45.0366666666667	5.14285714285714	2.85714285714286
Sa-21-28423-03	Ma_3	7	77	10.8571428571429	78.8571428571429	325.714285714286	1.98857142857143	53.9285714285714	2.51142857142857	84	8.12428571428571	57.8014285714286	5.42857142857143	5.28571428571429
Sa-6-3189-02	Ma_31	6	81	13.3333333333333	82	279.833333333333	1.87	54.8333333333333	2.70166666666667	67.3333333333333	7.62833333333333	34.0583333333333	7.16666666666667	6.33333333333333
Sa-6-3189-03	Ma_32	7	77	9.57142857142857	77.375	286.571428571429	1.88285714285714	59	2.38285714285714	88.8571428571429	7.78166666666667	57.01	5.57142857142857	3.85714285714286
Sa-6-3385-01	Ma_34	7	74	9.42857142857143	74.7142857142857	278.714285714286	1.97428571428571	57.8571428571429	2.57	78.2857142857143	7.81142857142857	49.4171428571429	5.14285714285714	4.42857142857143
Sa-6-4253-01	Ma_35	4	73	10.5	74.2	259.25	1.8875	57	2.3475	77.5	8.445	51.2325	5.25	4.25
Sa-6-4253-02	Ma_36	8	80	10.125	80	289.75	1.96875	57.75	2.77375	75.75	8.25625	43.555	5.125	4.875
Sa-6-51263-01	Ma_37	8	78.5	10	78	263.125	1.975	54.75	2.7825	83.25	7.55875	48.1775	4.875	4.75
Sa-6-51263-02	Ma_38	7	76	9.42857142857143	75.7142857142857	268	1.75	49.7857142857143	2.28428571428571	64.2857142857143	8.25714285714286	36.8171428571429	6.42857142857143	3.14285714285714
Sa-8-11559-01	Ma_39	8	73	9.75	74.375	271.125	1.795	54.5	2.735	62	7.77875	32.425	5.5	4.375
Sa-8-11559-03	Ma_41	4	72	5	71.8	271	1.7575	57.25	2.5325	79.5	9.2825	42.7675	1.5	3.25
Sa-8-7085-01	Ma_42	6	77	7.83333333333333	74.7142857142857	285.666666666667	1.70833333333333	59.1666666666667	2.71666666666667	76.3333333333333	8.238	56.238	4.83333333333333	2.83333333333333
Sa-8-7085-02	Ma_43	6	77	10.1666666666667	77.1666666666667	311.333333333333	2.07166666666667	58	2.59666666666667	69.6666666666667	6.53	42.7183333333333	5.66666666666667	4.66666666666667
Sa-8-7085-03	Ma_44	6	79	8.83333333333333	80.1666666666667	259	1.8	50.6666666666667	2.85666666666667	82.3333333333333	7.958	58.46	4.5	3.83333333333333
Sa-8-7085-04	Ma_45	7	79	11	79.1666666666667	309	1.84285714285714	53.5714285714286	2.41571428571429	66.5714285714286	7.70428571428571	34.5185714285714	4.28571428571429	6
Sa-8-7085-05	Ma_46	7	79	11.5714285714286	79.2857142857143	278.857142857143	1.82428571428571	58.5714285714286	2.60285714285714	59.1428571428571	8.83333333333333	30.16	5.42857142857143	6
Sa-8-7085-06	Ma_47	5	76	9.2	76.6	219.4	1.86	48.6	2.466	55.2	6.956	21.78	4	5
Sa-21-28425-02	Ma_5	7	80	8.57142857142857	80.4285714285714	303.571428571429	1.90142857142857	70.8571428571429	2.72571428571429	85.7142857142857	9.18666666666667	48.875	4	4.28571428571429
Sa-21-30147-01	Ma_7	4	76.5	9	76	236.5	1.895	50.5	2.4275	91	9.395	52.7025	6	3
Sa-21-30147-02	Ma_8	5	78	8	78.6	236.6	2.03	57.8	2.612	86.4	8.298	48.978	3.8	3.8
Sa-21-30147-03	Ma_9	8	79.5	8.25	79.125	236.7	2.025	57.875	2.56625	63.25	7.63	35.2133333333333	3.125	4.75
Sa-21-28423-02	Ma_18	-2	80	9.14285714285714	80	236.8	1.91	59	2.71	96	7.23	51.01	5.33333333333333	4.66666666666667
Sa-6-3189-01	Ma_30	-2	77.7	9.14285714285714	79	236.9	1.89	58.8333333333333	2.58506620209059	77.6363636363636	7.91352003484321	42.4528347851336	5.33333333333333	4.66666666666667
So-21-30218-02	Pod_100	6	52	9.66666666666667	52.6666666666667	236.10	1.63333333333333	59.8333333333333	2.42166666666667	51.7266666666667	7.31166666666667	19.5883333333333	4.33333333333333	5.5
So-21-30218-03	Pod_101	8	50	9.125	50.5	236.11	1.73125	73.5625	2.6475	110.125	8.30125	72.6475	4.125	4.625
So-21-30507-01	Pod_102	7	50	6.57142857142857	50.1428571428571	236.12	1.46857142857143	61.2857142857143	2.31714285714286	53.5357142857143	8.06166666666667	29.505	3.71428571428571	2.71428571428571
So-21-30522-01	Pod_105	7	47	10.7142857142857	47.1428571428571	236.13	1.48142857142857	64.2857142857143	2.16428571428571	69.7142857142857	8.43	44.5485714285714	6	4.71428571428571
So-21-30522-02	Pod_106	7	47	8.71428571428571	47.8571428571429	236.14	1.56428571428571	77.9285714285714	2.25142857142857	66.2157142857143	8.43285714285714	33.7014285714286	3.57142857142857	5.14285714285714
So-21-30522-03	Pod_107	7	50	10.1428571428571	49.1428571428571	236.15	1.52285714285714	74.5	2.33142857142857	77.43	8.47	35.8728571428571	5.14285714285714	5.14285714285714
So-21-30529-01	Pod_108	8	47.5	11.125	47.625	236.16	1.45875	51.8125	2.25	66.25	7.81375	41.77125	7.125	3.875
So-21-30529-02	Pod_109	7	50.5	9.14285714285714	50.5	236.17	1.24285714285714	46.5714285714286	1.92	40.9371428571429	7.72714285714286	16.7828571428571	5.14285714285714	4.14285714285714
So-21-30529-03	Pod_110	7	46	6.14285714285714	46.5714285714286	236.18	1.54142857142857	57.0714285714286	2.42	77.2857142857143	8.59285714285714	48.6528571428571	3.14285714285714	3
So-6-3385-01	Pod_114	8	50	7.625	49.875	236.19	1.55125	68.9375	2.48625	65.0525	8.525	30.6675	4.5	3.25
So-6-3385-02	Pod_115	7	52	11.1428571428571	50.8571428571429	236.20	1.66857142857143	80.6428571428571	2.38142857142857	73.8571428571429	7.93571428571429	31.7371428571429	5.42857142857143	5.85714285714286
So-6-4253-01	Pod_116	8	50	11.625	49.75	236.21	1.8625	94.0625	2.45375	90.625	8.34125	40.815	4.75	7
So-6-4452-01	Pod_118	8	50.5	7.125	50.25	236.22	1.50375	65.375	2.54375	74.25	8.1475	38.00375	3	4
So-6-4452-02	Pod_119	8	50.5	8.125	50.25	236.23	1.45625	66.5	2.42	85.155	8.61625	55.42375	4	3.875
So-6-51263-02	Pod_121	7	54	13	55.4285714285714	236.24	1.72285714285714	67.1428571428571	2.23285714285714	79.6666666666667	8.18166666666667	52.0966666666667	5.14285714285714	8
So-8-11559-01	Pod_122	8	49.5	7.875	49.375	236.25	1.435	71.8125	2.2775	76.875	7.8	39.93625	3.875	4
So-8-11559-02	Pod_123	6	45	8.66666666666667	47.4285714285714	236.26	1.33166666666667	54.25	1.90666666666667	40.3666666666667	6.9775	28.1525	4.16666666666667	4.33333333333333
So-8-6685-01	Pod_129	8	50	11	49	236.27	1.625	57.375	2.6125	86.59375	6.965	51.885	5.5	5.375
So-8-6685-02	Pod_130	6	49	7.33333333333333	49.6666666666667	236.28	1.29833333333333	57.5	2.33666666666667	61.82	7.345	37.0783333333333	3.83333333333333	3.16666666666667
So-8-6685-03	Pod_131	5	43	8	44	236.29	1.286	47	1.772	36.382	6.7	19.356	5.6	2.2
So-8-6858-02	Pod_133	8	47.5	8	47.125	236.30	1.35625	59.2625	2.2075	55.94875	7.215	31.89125	4.75	3.125
So-8-7024-01	Pod_135	7	50	7.57142857142857	50.4285714285714	236.31	1.41	56.9285714285714	2.18	64.7142857142857	7.87	32.2528571428571	3.71428571428571	3.85714285714286
So-8-7291-01	Pod_138	8	52.5	10	52.125	236.32	1.58375	72.375	2.3375	58.5125	7.55375	27.965	4.875	5.25
So-8-7539-01	Pod_140	6	46	9.83333333333333	45.8333333333333	236.33	1.43166666666667	67.1666666666667	1.93666666666667	52.8383333333333	7.41166666666667	33.0733333333333	6.16666666666667	3.5
So-8-7539-02	Pod_141	8	46.5	9.125	45.875	236.34	1.37875	57.9375	2.035	63.5	8.3625	39.52	5.375	3.875
So-8-7539-03	Pod_142	8	48.5	8.375	48.125	236.35	1.43625	58.4375	2.16125	63.6925	7.28375	41.37375	5.125	3.125
So-8-7539-04	Pod_143	4	44	7.75	44	236.36	1.375	69	2.15	57.085	7.105	29.695	4.25	3
So-10-20006-01	Pod_48	7	45.5	10.1428571428571	46.5	236.37	1.79285714285714	67.7142857142857	2.36571428571429	79.4285714285714	7.83857142857143	49.13	5.71428571428571	4.42857142857143
So-10-20006-02	Pod_49	7	48.5	7.57142857142857	47.625	236.38	1.44	73.8571428571429	2.10285714285714	46.6557142857143	7.47428571428571	19.9371428571429	4	3.28571428571429
So-10-20006-03	Pod_50	8	49	10	49.5	236.39	1.45125	84.8125	2.31	75.5	8.2575	38.9675	4.75	5
So-10-20110-02	Pod_52	8	45	10.375	45.75	236.40	1.41875	54.125	2.095	56.375	7.36375	30.0525	5.25	4.875
So-10-20110-03	Pod_53	7	50	5.28571428571429	50.1428571428571	236.41	1.41714285714286	65.7857142857143	2.24428571428571	57.6828571428571	8.25857142857143	27.4257142857143	3	2.42857142857143
So-10-20117-02	Pod_55	8	48.5	9.25	48.875	236.42	1.53625	60.1875	2.67125	87.43875	7.8875	45.99125	4.875	4.375
So-10-20117-03	Pod_56	8	46.5	9.125	46.125	236.43	1.63625	65.9375	2.63375	87.625	7.49375	53.7375	4.625	4.5
So-10-20279-01	Pod_57	7	50	8.85714285714286	50	236.44	1.69857142857143	63.8571428571429	2.66714285714286	85.7142857142857	8.27142857142857	48.28	4.57142857142857	4.28571428571429
So-10-20279-02	Pod_58	7	45.5	10.4285714285714	48.125	236.45	1.06	44.0714285714286	1.67285714285714	35.745	6.644	24.47	5.28571428571429	4.42857142857143
So-10-20279-03	Pod_59	7	45	9.57142857142857	45.125	236.46	1.24142857142857	51.2142857142857	1.92	52.2857142857143	8.205	27	4.85714285714286	4.14285714285714
