Code_ADN	Code	Nind	50%floraison	Nbtalles	Epiaison	Longbrin	Diambrin	LongEpi	DiamEpi	PEpi	P1000	Pgrains	Tutiles	Tsteriles
Sa-21-30147-04	Ma_10	8	81	11.375	82	276.5	1.59625	51	2.8225	60.70375	6.9825	32.095	3.875	7.375
Sa-21-30218-01	Ma_11	4	79	14.25	79	338.75	2.1	55	2.7575	90.5433333333333	7.4925	50.17	5.75	7.75
Sa-21-30218-02	Ma_12	8	87.5	13	87	325.125	1.9125	65.6875	2.7125	69.29	6.30166666666667	26.78	7.625	5.375
Sa-8-12129-01	Ma_125	7	88	11.2857142857143	88.4285714285714	263.833333333333	1.78166666666667	69.8333333333333	3.05166666666667	59.26	7.32666666666667	36.8840447994987	5.28571428571429	5.85714285714286
Sa-8-12129-02	Ma_126	7	90	8.42857142857143	90.8	292.166666666667	1.90333333333333	66.3333333333333	2.78	73.45	4.57	28.43	3.71428571428571	4.57142857142857
Sa-8-12129-03	Ma_127	7	84	8.57142857142857	85.1428571428571	341.142857142857	2.06142857142857	62	2.77714285714286	82.1428571428571	7.80333333333333	38.5033333333333	5.42857142857143	3
Sa-8-12129-04	Ma_128	8	91	7.875	91.4285714285714	274.375	2.145	57.5	2.82625	61.8614285714286	6.434	20.4366666666667	3.5	4.25
Sa-21-30218-03	Ma_13	7	90	14.7142857142857	90	309.714285714286	1.68857142857143	62.7142857142857	2.81428571428571	62.618	5.62333333333333	29.178	5.14285714285714	9.57142857142857
Sa-21-30507-01	Ma_14	7	88	18.1428571428571	86.7142857142857	340.285714285714	1.87857142857143	53.4285714285714	2.74571428571429	72.2371428571429	5.51857142857143	33.9114285714286	7.71428571428571	10.1428571428571
Sa-21-30515-02	Ma_15	8	84	11.125	84.5	317.5	2.12571428571429	55	2.5925	66.65	6.385	36.8840447994987	6.375	5
Sa-21-30529-02	Ma_17	7	86	11.5714285714286	86.4285714285714	339.4	1.852	60.6	2.472	67.7075	6.84273333333333	36.8840447994987	5.14285714285714	6
Sa-21-28423-02	Ma_18	8	86	14.625	85.875	296.125	2.12875	57	2.78375	75.8871428571429	7.35428571428571	43.6985714285714	4	10
Sa-21-30507-02	Ma_2	6	80.5	10	79.5	303.166666666667	2.055	55.8333333333333	2.67	72.69	8.11666666666667	46.765	4.83333333333333	5.5
Sa-21-30515-01	Ma_20	7	80	11.1428571428571	80.5714285714286	304.642857142857	1.98428571428571	54.7857142857143	2.78857142857143	89.0583333333333	8.53166666666667	41.2066666666667	6	5.28571428571429
Sa-21-30529-03	Ma_21	8	79	12	80.125	314.8125	2.05125	47.625	2.53875	64.85375	7.07285714285714	33.49125	6	6
Sa-21-82410-01	Ma_22	8	81	11.5	81.125	330.8125	2.0125	64.625	2.92375	85.68375	8.42125	37.16	6.125	5.375
Sa-21-82410-02	Ma_23	4	84	9.25	84	309.666666666667	1.57	66.3333333333333	2.26	62.69	5.015	28.63	5.75	3.25
Sa-21-82410-03	Ma_24	6	84	9.33333333333333	85.8571428571429	317.571428571429	2.03285714285714	57.4285714285714	2.68714285714286	68.2114285714286	6.02	42.6942857142857	4.85714285714286	4.16666666666667
Sa-21-82410-04	Ma_25	7	78	13.7142857142857	78.2857142857143	275.857142857143	1.83714285714286	50.4285714285714	2.49714285714286	71.5371428571429	6.82	38.8685714285714	4.14285714285714	9.57142857142857
Sa-24-60424-03	Ma_28	7	88	13.2857142857143	88.6666666666667	329.285714285714	2.12	66.2857142857143	3.31571428571429	84.8657142857143	6.64428571428571	29.8585714285714	5.42857142857143	7.85714285714286
Sa-21-28423-03	Ma_3	7	88	9.71428571428571	86.8571428571429	335	2.04	58.4285714285714	2.65142857142857	69.7414285714286	7.75666666666667	35.6583333333333	4.71428571428571	5
Sa-6-3189-01	Ma_30	7	87	10	85.8571428571429	253.571428571429	1.93833333333333	59.4285714285714	2.91142857142857	75.12	6.74833333333333	33.6683333333333	5.28571428571429	4.28571428571429
Sa-6-3189-02	Ma_31	8	88.5	9.125	87.5	299.25	1.8325	57.625	2.9125	65.04	6.43857142857143	20.35	5.375	3.5
Sa-6-3189-03	Ma_32	8	83	10.875	83	319.285714285714	1.985	64.8142857142857	3.01285714285714	86.2985714285714	7.01714285714286	52.22	5.75	5.125
Sa-6-3385-01	Ma_34	8	81.5	15.875	80.875	308.875	1.87375	53.875	2.48375	67.5957142857143	7.26714285714286	42.9514285714286	5.125	10.375
Sa-6-4253-01	Ma_35	8	83.5	14.75	83.625	295.5	1.97	48.625	2.62125	68.2875	7.51614285714286	26.6114285714286	5.75	9
Sa-6-4253-02	Ma_36	8	81	13.375	82	306	1.82	52.5	2.5325	71.5575	5.75625	43.05625	7.25	5.875
Sa-6-51263-01	Ma_37	8	85	12.5	84.75	308.875	2.0575	49.4375	2.73875	66.345	7.52	38.18	6.125	6
Sa-6-51263-02	Ma_38	8	80.5	16.5	82.5	289.75	1.765	44.6875	2.60125	64.4	7.4075	42.5625	6.125	10.625
Sa-8-11559-01	Ma_39	7	78	11.2857142857143	78.2857142857143	284.142857142857	1.70142857142857	58	2.44857142857143	65.1142857142857	7.1175	22.4566666666667	7.28571428571429	4
Sa-8-11559-03	Ma_41	-2	85.5	11.5677045177045	85.25	281	1.91	56.75	2.8975	83.835	7.59	39.7133333333333	5.5	5.9035409035409
Sa-8-7085-01	Ma_42	8	82	9.75	81.625	295.5	1.6675	56.625	2.855	72.79125	6.43	42.93	4.875	4.5
Sa-8-7085-02	Ma_43	8	86	11.5	85.25	334.666666666667	1.75666666666667	51.9166666666667	2.62833333333333	64.89	6.048	31.746	6.5	4.5
Sa-8-7085-03	Ma_44	7	85	9.57142857142857	85.1428571428571	313.571428571429	1.72428571428571	53.2857142857143	2.53142857142857	55.9866666666667	4.9875	23.71	6.14285714285714	3.57142857142857
Sa-8-7085-04	Ma_45	7	84.5	11.7142857142857	83.125	330.25	2.03375	52.875	2.655	73.78875	6.72	42.59	6.375	4.85714285714286
Sa-8-7085-05	Ma_46	-2	84	11.5677045177045	84.25	310.75	1.57125	54.125	2.6	56.67	7.84875	28.332	5.75	5.9035409035409
Sa-8-7085-06	Ma_47	7	80	11.7142857142857	80.2857142857143	279.066666666667	1.92166666666667	53.5833333333333	2.83	66.1933333333333	6.96	38.7683333333333	5.28571428571429	6
Sa-21-28425-02	Ma_5	5	87	10.2	85.8	346.4	2.012	69.3	2.828	91.488	7.02	58.74	5.6	5
Sa-21-30147-01	Ma_7	8	84	9.625	83.375	310.125	2.09	54	2.91125	93.17	6.79	45.2825	5.25	4.125
Sa-21-30147-02	Ma_8	8	85.5	9.75	85.125	310.125	1.875	52.375	2.66375	67.692	7.325	42.568	4.875	4.5
Sa-21-30147-03	Ma_9	8	84	8.125	83.375	337.75	2.395	55.125	3.36375	86.98625	7.01125	47.62125	4.75	3.5
Sa-24-60424-01	Ma_26	-2	84.2073170731707	11.5677045177045	84.226887340302	308.541173054588	1.9214012775842	56.9957171893147	2.74378484320557	72.071524970964	6.84273333333333	36.8840447994987	5.52145760743322	5.9035409035409
So-21-30218-02	Pod_100	7	57	8.71428571428571	56.1428571428571	258.428571428571	1.71	51.4285714285714	2.485	62.722	7.22714285714286	36.105	3.57142857142857	4.57142857142857
So-21-30218-03	Pod_101	8	55.5	10.75	56.125	232.5	1.91	58.125	2.85	95.4825	8.24375	59.895	3.125	7.125
